id,page_id,position,block_type,text_body,image_asset_id,image_alt,video_asset_id,video_duration_sec,embed_url
272,55,4,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
273,55,5,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
274,55,6,video,,,,4295,122,
275,55,7,image,,437,Descriptive typography placeholder text for asset 437,,,
276,56,1,image,,454,Descriptive typography placeholder text for asset 454,,,
277,56,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
278,56,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
279,56,4,image,,2849,Descriptive typography placeholder text for asset 2849,,,
280,56,5,image,,7,Descriptive typography placeholder text for asset 7,,,
281,56,6,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
282,56,7,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
283,57,1,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
284,57,2,video,,,,4412,84,
285,57,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
286,57,4,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
287,57,5,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
288,58,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
289,58,2,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
290,58,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
291,58,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
292,58,5,image,,9,Descriptive typography placeholder text for asset 9,,,
293,59,1,video,,,,1406,131,
294,59,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
295,59,3,video,,,,777,412,
296,59,4,image,,2095,Descriptive typography placeholder text for asset 2095,,,
297,59,5,image,,2316,Descriptive typography placeholder text for asset 2316,,,
298,60,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
299,60,2,image,,3902,Descriptive typography placeholder text for asset 3902,,,
300,60,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
301,61,1,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
302,61,2,image,,4937,Descriptive typography placeholder text for asset 4937,,,
303,61,3,image,,1044,Descriptive typography placeholder text for asset 1044,,,
304,61,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
305,62,1,video,,,,2038,300,
306,62,2,image,,4103,Descriptive typography placeholder text for asset 4103,,,
307,62,3,embed,,,,,,https://slideshare.net/embed/123
308,62,4,image,,1265,Descriptive typography placeholder text for asset 1265,,,
309,62,5,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
310,62,6,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
311,62,7,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
312,63,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
313,63,2,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
314,63,3,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
315,63,4,video,,,,2213,249,
316,63,5,image,,2670,Descriptive typography placeholder text for asset 2670,,,
317,63,6,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
318,64,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
319,64,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
320,64,3,video,,,,2139,232,
321,64,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
322,64,5,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
323,64,6,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
324,65,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
325,65,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
326,65,3,image,,651,Descriptive typography placeholder text for asset 651,,,
327,65,4,video,,,,673,38,
328,65,5,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
329,65,6,image,,3928,Descriptive typography placeholder text for asset 3928,,,
330,66,1,image,,4646,Descriptive typography placeholder text for asset 4646,,,
331,66,2,video,,,,138,442,
332,66,3,embed,,,,,,https://player.vimeo.com/video/76979870
333,66,4,video,,,,559,154,
334,66,5,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
335,66,6,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
336,67,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
337,67,2,video,,,,297,51,
338,67,3,image,,4048,Descriptive typography placeholder text for asset 4048,,,
339,67,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
340,67,5,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
341,67,6,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
342,68,1,image,,3829,Descriptive typography placeholder text for asset 3829,,,
343,68,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
344,68,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
345,68,4,embed,,,,,,https://player.vimeo.com/video/76979870
346,69,1,image,,4406,Descriptive typography placeholder text for asset 4406,,,
347,69,2,video,,,,4672,258,
348,69,3,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
349,69,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
350,69,5,embed,,,,,,https://slideshare.net/embed/123
351,69,6,image,,116,Descriptive typography placeholder text for asset 116,,,
352,70,1,video,,,,1779,519,
353,70,2,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
354,70,3,embed,,,,,,https://slideshare.net/embed/123
355,71,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
356,71,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
357,71,3,image,,3094,Descriptive typography placeholder text for asset 3094,,,
358,71,4,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
359,71,5,video,,,,2534,152,
360,71,6,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
361,72,1,image,,364,Descriptive typography placeholder text for asset 364,,,
362,72,2,video,,,,4070,29,
363,72,3,image,,2714,Descriptive typography placeholder text for asset 2714,,,
364,72,4,embed,,,,,,https://slideshare.net/embed/123
365,72,5,video,,,,4280,399,
366,72,6,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
367,72,7,image,,3837,Descriptive typography placeholder text for asset 3837,,,
368,73,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
369,73,2,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
370,73,3,video,,,,3106,308,
371,73,4,image,,59,Descriptive typography placeholder text for asset 59,,,
372,74,1,video,,,,4454,484,
373,74,2,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
374,74,3,embed,,,,,,https://slideshare.net/embed/123
375,74,4,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
376,74,5,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
377,75,1,image,,1353,Descriptive typography placeholder text for asset 1353,,,
378,75,2,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
379,75,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
380,75,4,image,,716,Descriptive typography placeholder text for asset 716,,,
381,75,5,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
382,76,1,video,,,,1907,38,
383,76,2,video,,,,681,207,
384,76,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
385,76,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
386,76,5,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
387,76,6,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
388,76,7,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
389,77,1,video,,,,1285,413,
390,77,2,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
391,77,3,video,,,,1072,448,
392,77,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
393,77,5,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
394,77,6,embed,,,,,,https://slideshare.net/embed/123
395,77,7,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
396,78,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
397,78,2,video,,,,4241,110,
398,78,3,image,,2598,Descriptive typography placeholder text for asset 2598,,,
399,78,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
400,78,5,video,,,,1784,440,
401,78,6,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
402,79,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
403,79,2,image,,1911,Descriptive typography placeholder text for asset 1911,,,
404,79,3,video,,,,3457,399,
405,79,4,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
406,79,5,image,,4158,Descriptive typography placeholder text for asset 4158,,,
407,79,6,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
408,80,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
409,80,2,video,,,,1644,268,
410,80,3,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
411,80,4,image,,1246,Descriptive typography placeholder text for asset 1246,,,
412,80,5,image,,1653,Descriptive typography placeholder text for asset 1653,,,
413,81,1,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
414,81,2,video,,,,4711,585,
415,81,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
416,81,4,image,,2242,Descriptive typography placeholder text for asset 2242,,,
417,82,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
418,82,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
419,82,3,image,,3467,Descriptive typography placeholder text for asset 3467,,,
420,82,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
421,83,1,embed,,,,,,https://slideshare.net/embed/123
422,83,2,image,,838,Descriptive typography placeholder text for asset 838,,,
423,83,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
424,83,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
425,84,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
426,84,2,image,,1307,Descriptive typography placeholder text for asset 1307,,,
427,84,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
428,84,4,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
429,84,5,video,,,,1487,142,
430,84,6,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
431,85,1,embed,,,,,,https://slideshare.net/embed/123
432,85,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
433,85,3,image,,1007,Descriptive typography placeholder text for asset 1007,,,
434,85,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
435,85,5,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
436,86,1,embed,,,,,,https://slideshare.net/embed/123
437,86,2,image,,1693,Descriptive typography placeholder text for asset 1693,,,
438,86,3,image,,2079,Descriptive typography placeholder text for asset 2079,,,
439,87,1,image,,2955,Descriptive typography placeholder text for asset 2955,,,
440,87,2,image,,2087,Descriptive typography placeholder text for asset 2087,,,
441,87,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
