ticket_id,customer_id,assigned_employee_id,subject,status,priority,created_at
1041,1627,72,System Connection Interruption Ticket Reference Ref #1041,RESOLVED,HIGH,2022-09-10 19:47:22
1042,298,1085,System Connection Interruption Ticket Reference Ref #1042,OPEN,HIGH,2025-04-04 17:18:33
1043,639,1104,System Connection Interruption Ticket Reference Ref #1043,IN_PROGRESS,MEDIUM,2024-08-26 02:06:06
1044,971,1125,System Connection Interruption Ticket Reference Ref #1044,OPEN,MEDIUM,2023-11-05 02:41:38
1045,805,420,System Connection Interruption Ticket Reference Ref #1045,CLOSED,LOW,2025-12-14 16:54:03
1046,680,327,System Connection Interruption Ticket Reference Ref #1046,CLOSED,MEDIUM,2021-11-11 05:57:51
1047,2177,955,System Connection Interruption Ticket Reference Ref #1047,CLOSED,MEDIUM,2021-02-11 19:34:46
1048,2318,579,System Connection Interruption Ticket Reference Ref #1048,CLOSED,HIGH,2021-12-14 04:30:30
1049,744,158,System Connection Interruption Ticket Reference Ref #1049,OPEN,HIGH,2023-08-24 06:20:32
1050,2223,369,System Connection Interruption Ticket Reference Ref #1050,OPEN,LOW,2024-04-25 01:01:01
1051,22,861,System Connection Interruption Ticket Reference Ref #1051,OPEN,CRITICAL,2023-01-21 06:46:55
1052,827,764,System Connection Interruption Ticket Reference Ref #1052,IN_PROGRESS,CRITICAL,2025-05-20 05:42:01
1053,1076,1161,System Connection Interruption Ticket Reference Ref #1053,OPEN,MEDIUM,2023-11-08 03:37:20
1054,1698,899,System Connection Interruption Ticket Reference Ref #1054,OPEN,HIGH,2024-02-16 03:42:54
1055,286,630,System Connection Interruption Ticket Reference Ref #1055,IN_PROGRESS,HIGH,2021-03-13 20:43:41
1056,2437,165,System Connection Interruption Ticket Reference Ref #1056,IN_PROGRESS,HIGH,2025-05-08 11:34:37
1057,2210,1111,System Connection Interruption Ticket Reference Ref #1057,OPEN,CRITICAL,2025-10-25 11:39:54
1058,221,390,System Connection Interruption Ticket Reference Ref #1058,IN_PROGRESS,MEDIUM,2022-05-01 01:05:05
1059,1696,783,System Connection Interruption Ticket Reference Ref #1059,RESOLVED,LOW,2024-10-30 23:51:06
1060,2050,554,System Connection Interruption Ticket Reference Ref #1060,RESOLVED,LOW,2022-06-24 10:10:42
1061,2011,881,System Connection Interruption Ticket Reference Ref #1061,RESOLVED,HIGH,2024-01-02 19:34:08
1062,627,1062,System Connection Interruption Ticket Reference Ref #1062,OPEN,MEDIUM,2025-09-25 10:42:50
1063,438,201,System Connection Interruption Ticket Reference Ref #1063,OPEN,HIGH,2022-08-21 10:19:16
1064,302,717,System Connection Interruption Ticket Reference Ref #1064,RESOLVED,HIGH,2023-03-26 18:08:09
1065,459,155,System Connection Interruption Ticket Reference Ref #1065,CLOSED,LOW,2022-02-25 06:53:34
1066,1953,841,System Connection Interruption Ticket Reference Ref #1066,OPEN,LOW,2025-07-24 00:16:25
1067,1929,306,System Connection Interruption Ticket Reference Ref #1067,CLOSED,CRITICAL,2023-12-18 04:22:42
1068,899,1159,System Connection Interruption Ticket Reference Ref #1068,RESOLVED,CRITICAL,2024-09-05 13:02:47
1069,1642,1041,System Connection Interruption Ticket Reference Ref #1069,IN_PROGRESS,LOW,2024-05-29 04:20:11
1070,2411,714,System Connection Interruption Ticket Reference Ref #1070,RESOLVED,HIGH,2022-07-06 00:27:02
1071,1941,460,System Connection Interruption Ticket Reference Ref #1071,IN_PROGRESS,LOW,2025-12-20 01:24:20
1072,1128,864,System Connection Interruption Ticket Reference Ref #1072,OPEN,MEDIUM,2022-05-23 12:10:45
1073,1245,692,System Connection Interruption Ticket Reference Ref #1073,OPEN,CRITICAL,2021-12-30 05:17:18
1074,2213,1122,System Connection Interruption Ticket Reference Ref #1074,IN_PROGRESS,HIGH,2022-05-10 00:42:04
1075,2443,851,System Connection Interruption Ticket Reference Ref #1075,CLOSED,HIGH,2022-06-03 18:14:24
1076,2231,193,System Connection Interruption Ticket Reference Ref #1076,RESOLVED,CRITICAL,2025-07-27 05:41:08
1077,1173,591,System Connection Interruption Ticket Reference Ref #1077,CLOSED,MEDIUM,2021-03-11 23:41:37
1078,1207,150,System Connection Interruption Ticket Reference Ref #1078,RESOLVED,CRITICAL,2021-09-16 07:08:10
1079,1556,248,System Connection Interruption Ticket Reference Ref #1079,IN_PROGRESS,LOW,2023-04-02 04:06:57
1080,264,1022,System Connection Interruption Ticket Reference Ref #1080,IN_PROGRESS,MEDIUM,2023-11-23 19:08:32
1081,897,1039,System Connection Interruption Ticket Reference Ref #1081,IN_PROGRESS,HIGH,2023-01-12 18:49:39
1082,764,755,System Connection Interruption Ticket Reference Ref #1082,RESOLVED,MEDIUM,2021-11-15 04:07:46
1083,1079,1139,System Connection Interruption Ticket Reference Ref #1083,IN_PROGRESS,HIGH,2022-11-11 10:32:25
1084,418,741,System Connection Interruption Ticket Reference Ref #1084,OPEN,MEDIUM,2021-07-18 16:30:51
1085,2018,971,System Connection Interruption Ticket Reference Ref #1085,IN_PROGRESS,CRITICAL,2024-06-09 11:51:15
1086,1979,1080,System Connection Interruption Ticket Reference Ref #1086,IN_PROGRESS,CRITICAL,2021-02-11 13:19:15
1087,571,1003,System Connection Interruption Ticket Reference Ref #1087,OPEN,HIGH,2022-02-03 08:21:08
1088,1337,645,System Connection Interruption Ticket Reference Ref #1088,OPEN,CRITICAL,2024-03-26 21:50:54
1089,717,618,System Connection Interruption Ticket Reference Ref #1089,RESOLVED,HIGH,2023-12-01 02:43:18
1090,2145,1138,System Connection Interruption Ticket Reference Ref #1090,CLOSED,CRITICAL,2022-12-30 12:19:06
1091,797,455,System Connection Interruption Ticket Reference Ref #1091,IN_PROGRESS,HIGH,2022-10-27 06:17:09
1092,1788,138,System Connection Interruption Ticket Reference Ref #1092,OPEN,HIGH,2022-12-01 07:34:24
1093,774,549,System Connection Interruption Ticket Reference Ref #1093,OPEN,CRITICAL,2022-11-17 01:04:16
1094,717,334,System Connection Interruption Ticket Reference Ref #1094,CLOSED,HIGH,2024-12-14 03:57:57
1095,2436,347,System Connection Interruption Ticket Reference Ref #1095,CLOSED,HIGH,2023-02-01 18:57:05
1096,272,1078,System Connection Interruption Ticket Reference Ref #1096,OPEN,MEDIUM,2025-12-07 23:32:12
1097,934,1128,System Connection Interruption Ticket Reference Ref #1097,CLOSED,LOW,2021-05-16 00:55:45
1098,413,543,System Connection Interruption Ticket Reference Ref #1098,IN_PROGRESS,CRITICAL,2024-03-20 11:40:47
1099,1111,419,System Connection Interruption Ticket Reference Ref #1099,RESOLVED,MEDIUM,2025-03-02 21:15:15
1100,951,970,System Connection Interruption Ticket Reference Ref #1100,RESOLVED,MEDIUM,2023-05-14 14:20:14
1101,1726,338,System Connection Interruption Ticket Reference Ref #1101,RESOLVED,HIGH,2024-09-24 08:05:43
1102,2112,117,System Connection Interruption Ticket Reference Ref #1102,CLOSED,MEDIUM,2023-12-23 14:07:03
1103,912,720,System Connection Interruption Ticket Reference Ref #1103,OPEN,CRITICAL,2022-12-10 05:05:56
1104,897,909,System Connection Interruption Ticket Reference Ref #1104,OPEN,HIGH,2023-12-13 12:19:29
1105,2148,57,System Connection Interruption Ticket Reference Ref #1105,IN_PROGRESS,LOW,2024-12-05 11:36:48
1106,905,909,System Connection Interruption Ticket Reference Ref #1106,RESOLVED,CRITICAL,2024-01-11 13:27:07
1107,2015,1050,System Connection Interruption Ticket Reference Ref #1107,OPEN,MEDIUM,2023-10-04 05:41:34
1108,501,900,System Connection Interruption Ticket Reference Ref #1108,IN_PROGRESS,LOW,2022-04-20 06:00:24
1109,1990,17,System Connection Interruption Ticket Reference Ref #1109,IN_PROGRESS,LOW,2022-11-27 23:33:07
1110,1990,533,System Connection Interruption Ticket Reference Ref #1110,CLOSED,LOW,2025-02-03 15:05:40
1111,1840,1135,System Connection Interruption Ticket Reference Ref #1111,OPEN,MEDIUM,2021-09-06 12:48:23
1112,702,159,System Connection Interruption Ticket Reference Ref #1112,IN_PROGRESS,MEDIUM,2025-05-10 06:09:15
1113,1780,553,System Connection Interruption Ticket Reference Ref #1113,CLOSED,CRITICAL,2021-01-31 08:33:06
1114,1940,1195,System Connection Interruption Ticket Reference Ref #1114,CLOSED,CRITICAL,2022-12-06 07:16:35
1115,174,416,System Connection Interruption Ticket Reference Ref #1115,CLOSED,CRITICAL,2023-01-19 21:31:16
1116,22,793,System Connection Interruption Ticket Reference Ref #1116,CLOSED,CRITICAL,2025-01-02 12:27:33
1117,939,808,System Connection Interruption Ticket Reference Ref #1117,CLOSED,CRITICAL,2024-03-09 21:37:43
1118,1322,426,System Connection Interruption Ticket Reference Ref #1118,OPEN,HIGH,2025-08-06 17:07:37
1119,75,583,System Connection Interruption Ticket Reference Ref #1119,CLOSED,CRITICAL,2023-03-16 16:04:39
1120,2274,58,System Connection Interruption Ticket Reference Ref #1120,CLOSED,HIGH,2024-12-26 20:52:32
1121,1635,148,System Connection Interruption Ticket Reference Ref #1121,IN_PROGRESS,CRITICAL,2021-09-24 01:43:09
1122,2433,983,System Connection Interruption Ticket Reference Ref #1122,OPEN,MEDIUM,2024-08-07 21:40:57
1123,2486,13,System Connection Interruption Ticket Reference Ref #1123,IN_PROGRESS,HIGH,2022-11-04 22:21:04
1124,2053,1072,System Connection Interruption Ticket Reference Ref #1124,OPEN,HIGH,2021-06-03 09:24:36
1125,635,303,System Connection Interruption Ticket Reference Ref #1125,CLOSED,CRITICAL,2023-03-24 22:31:00
1126,2423,619,System Connection Interruption Ticket Reference Ref #1126,RESOLVED,CRITICAL,2025-05-25 04:23:27
1127,2317,184,System Connection Interruption Ticket Reference Ref #1127,OPEN,LOW,2024-05-22 08:32:30
1128,1371,108,System Connection Interruption Ticket Reference Ref #1128,RESOLVED,LOW,2022-04-13 02:56:27
1129,1482,124,System Connection Interruption Ticket Reference Ref #1129,RESOLVED,HIGH,2025-10-19 21:20:26
1130,2234,360,System Connection Interruption Ticket Reference Ref #1130,RESOLVED,CRITICAL,2022-12-15 13:53:58
1131,231,485,System Connection Interruption Ticket Reference Ref #1131,OPEN,MEDIUM,2021-04-12 00:14:59
1132,2447,1104,System Connection Interruption Ticket Reference Ref #1132,OPEN,LOW,2024-05-24 15:44:53
1133,1132,281,System Connection Interruption Ticket Reference Ref #1133,OPEN,CRITICAL,2021-10-27 21:56:24
1134,33,185,System Connection Interruption Ticket Reference Ref #1134,OPEN,MEDIUM,2023-10-07 06:57:48
1135,2139,793,System Connection Interruption Ticket Reference Ref #1135,OPEN,HIGH,2023-06-08 00:05:50
1136,615,940,System Connection Interruption Ticket Reference Ref #1136,CLOSED,LOW,2021-12-01 14:39:11
1137,2465,661,System Connection Interruption Ticket Reference Ref #1137,IN_PROGRESS,HIGH,2023-03-27 02:13:14
1138,1059,169,System Connection Interruption Ticket Reference Ref #1138,OPEN,HIGH,2021-06-12 20:03:48
1139,2232,604,System Connection Interruption Ticket Reference Ref #1139,OPEN,LOW,2024-03-24 10:12:30
1140,2275,1015,System Connection Interruption Ticket Reference Ref #1140,RESOLVED,HIGH,2021-10-30 17:39:23
1141,2415,967,System Connection Interruption Ticket Reference Ref #1141,IN_PROGRESS,CRITICAL,2025-10-31 17:00:47
1142,1913,546,System Connection Interruption Ticket Reference Ref #1142,IN_PROGRESS,MEDIUM,2023-04-25 19:09:31
1143,1616,626,System Connection Interruption Ticket Reference Ref #1143,RESOLVED,CRITICAL,2022-08-16 22:44:56
1144,1269,130,System Connection Interruption Ticket Reference Ref #1144,RESOLVED,CRITICAL,2023-05-31 18:22:19
1145,1590,92,System Connection Interruption Ticket Reference Ref #1145,IN_PROGRESS,CRITICAL,2025-08-01 10:35:46
1146,805,236,System Connection Interruption Ticket Reference Ref #1146,OPEN,LOW,2022-11-13 06:35:08
1147,287,403,System Connection Interruption Ticket Reference Ref #1147,CLOSED,LOW,2025-10-09 18:59:33
1148,1616,443,System Connection Interruption Ticket Reference Ref #1148,OPEN,LOW,2025-03-22 21:05:30
1149,969,35,System Connection Interruption Ticket Reference Ref #1149,CLOSED,LOW,2023-04-24 06:29:43
1150,60,1072,System Connection Interruption Ticket Reference Ref #1150,OPEN,HIGH,2023-03-19 20:14:44
1151,1887,326,System Connection Interruption Ticket Reference Ref #1151,RESOLVED,CRITICAL,2022-08-16 01:10:13
1152,2193,802,System Connection Interruption Ticket Reference Ref #1152,CLOSED,MEDIUM,2025-07-27 13:02:25
1153,1975,1062,System Connection Interruption Ticket Reference Ref #1153,IN_PROGRESS,HIGH,2025-06-22 18:06:31
1154,334,275,System Connection Interruption Ticket Reference Ref #1154,IN_PROGRESS,HIGH,2024-01-29 07:49:49
1155,124,792,System Connection Interruption Ticket Reference Ref #1155,RESOLVED,LOW,2025-03-14 10:48:31
1156,165,1040,System Connection Interruption Ticket Reference Ref #1156,RESOLVED,HIGH,2023-09-25 03:15:04
1157,291,963,System Connection Interruption Ticket Reference Ref #1157,RESOLVED,HIGH,2022-02-08 00:09:17
1158,2185,317,System Connection Interruption Ticket Reference Ref #1158,OPEN,HIGH,2024-01-21 09:29:18
1159,2449,819,System Connection Interruption Ticket Reference Ref #1159,CLOSED,LOW,2022-10-25 08:56:47
1160,667,40,System Connection Interruption Ticket Reference Ref #1160,IN_PROGRESS,HIGH,2021-05-17 13:29:51
1161,18,244,System Connection Interruption Ticket Reference Ref #1161,IN_PROGRESS,LOW,2023-04-27 14:03:41
1162,1699,584,System Connection Interruption Ticket Reference Ref #1162,OPEN,CRITICAL,2022-06-23 04:59:53
1163,808,1068,System Connection Interruption Ticket Reference Ref #1163,CLOSED,CRITICAL,2022-07-24 01:25:09
1164,2265,916,System Connection Interruption Ticket Reference Ref #1164,IN_PROGRESS,CRITICAL,2022-10-12 06:39:55
1165,1176,18,System Connection Interruption Ticket Reference Ref #1165,IN_PROGRESS,MEDIUM,2025-05-04 04:25:11
1166,793,263,System Connection Interruption Ticket Reference Ref #1166,RESOLVED,HIGH,2023-12-10 21:34:23
1167,784,628,System Connection Interruption Ticket Reference Ref #1167,OPEN,CRITICAL,2025-04-19 14:45:41
1168,461,988,System Connection Interruption Ticket Reference Ref #1168,OPEN,CRITICAL,2023-03-10 08:28:26
1169,726,447,System Connection Interruption Ticket Reference Ref #1169,RESOLVED,CRITICAL,2022-09-21 19:22:21
1170,879,1071,System Connection Interruption Ticket Reference Ref #1170,RESOLVED,MEDIUM,2023-12-13 02:25:40
1171,1428,546,System Connection Interruption Ticket Reference Ref #1171,OPEN,MEDIUM,2025-01-08 08:28:18
1172,2031,653,System Connection Interruption Ticket Reference Ref #1172,CLOSED,HIGH,2023-10-11 08:17:36
1173,1390,748,System Connection Interruption Ticket Reference Ref #1173,CLOSED,MEDIUM,2025-12-30 07:24:35
1174,2330,305,System Connection Interruption Ticket Reference Ref #1174,OPEN,HIGH,2024-04-29 17:29:50
1175,2214,211,System Connection Interruption Ticket Reference Ref #1175,OPEN,CRITICAL,2024-03-09 16:05:06
1176,734,59,System Connection Interruption Ticket Reference Ref #1176,RESOLVED,HIGH,2022-11-28 08:05:09
1177,61,589,System Connection Interruption Ticket Reference Ref #1177,CLOSED,CRITICAL,2022-09-07 08:55:06
1178,2007,958,System Connection Interruption Ticket Reference Ref #1178,RESOLVED,CRITICAL,2025-01-10 12:56:25
1179,12,669,System Connection Interruption Ticket Reference Ref #1179,CLOSED,MEDIUM,2024-10-08 02:49:14
1180,53,943,System Connection Interruption Ticket Reference Ref #1180,RESOLVED,HIGH,2024-11-04 18:25:21
1181,64,256,System Connection Interruption Ticket Reference Ref #1181,OPEN,CRITICAL,2024-10-06 22:47:13
1182,719,824,System Connection Interruption Ticket Reference Ref #1182,OPEN,CRITICAL,2022-01-26 07:13:18
1183,2322,527,System Connection Interruption Ticket Reference Ref #1183,RESOLVED,MEDIUM,2021-04-06 02:31:38
1184,869,268,System Connection Interruption Ticket Reference Ref #1184,OPEN,CRITICAL,2025-08-14 14:10:49
1185,1291,427,System Connection Interruption Ticket Reference Ref #1185,CLOSED,CRITICAL,2021-07-02 10:21:12
1186,695,91,System Connection Interruption Ticket Reference Ref #1186,OPEN,MEDIUM,2024-04-08 19:47:12
1187,1950,1076,System Connection Interruption Ticket Reference Ref #1187,RESOLVED,CRITICAL,2025-11-04 13:11:39
1188,1640,138,System Connection Interruption Ticket Reference Ref #1188,OPEN,MEDIUM,2021-01-21 10:42:24
1189,1725,1067,System Connection Interruption Ticket Reference Ref #1189,IN_PROGRESS,MEDIUM,2024-07-13 06:31:23
1190,869,603,System Connection Interruption Ticket Reference Ref #1190,RESOLVED,CRITICAL,2025-04-26 06:57:55
1191,19,722,System Connection Interruption Ticket Reference Ref #1191,OPEN,CRITICAL,2025-08-27 07:04:01
1192,2034,1057,System Connection Interruption Ticket Reference Ref #1192,CLOSED,HIGH,2021-02-06 05:44:54
1193,1342,867,System Connection Interruption Ticket Reference Ref #1193,IN_PROGRESS,HIGH,2024-03-28 19:18:08
1194,1529,154,System Connection Interruption Ticket Reference Ref #1194,OPEN,MEDIUM,2025-04-13 02:52:00
1195,2470,386,System Connection Interruption Ticket Reference Ref #1195,IN_PROGRESS,HIGH,2023-04-02 06:45:24
1196,494,1137,System Connection Interruption Ticket Reference Ref #1196,IN_PROGRESS,LOW,2021-05-25 11:11:44
1197,1417,364,System Connection Interruption Ticket Reference Ref #1197,CLOSED,MEDIUM,2021-03-12 22:54:21
1198,1536,225,System Connection Interruption Ticket Reference Ref #1198,OPEN,CRITICAL,2025-02-03 11:45:06
1199,2260,502,System Connection Interruption Ticket Reference Ref #1199,IN_PROGRESS,LOW,2022-03-22 08:31:41
1200,1062,117,System Connection Interruption Ticket Reference Ref #1200,OPEN,HIGH,2023-01-29 00:45:11
