id,device_id,title,body,sent_at,opened_at
266,140,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-06 13:16:14,
267,141,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-06 01:52:48,2026-05-06 02:32:27
268,142,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-31 19:14:57,2026-05-31 20:12:41
269,143,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-24 02:17:12,
270,143,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-23 07:40:22,
271,144,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-16 00:18:16,2026-05-16 00:48:56
272,145,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-19 11:54:05,2026-05-19 13:27:06
273,147,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-15 21:52:54,
274,147,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-16 04:41:39,
275,148,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-30 07:04:57,
276,149,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-29 19:00:47,
277,149,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-26 15:01:59,2026-05-26 15:03:17
278,149,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-28 20:28:53,2026-05-28 21:16:16
279,150,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-20 13:52:49,2026-04-20 15:24:54
280,150,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-19 23:45:09,
281,151,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-19 10:53:52,
282,151,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-17 13:31:02,
283,151,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-16 20:38:03,2026-04-16 21:19:31
284,152,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-07 09:54:26,2026-05-07 10:00:23
285,152,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-07 11:59:17,
286,152,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-06 04:07:41,
287,153,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-25 05:27:41,
288,154,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-27 18:45:35,
289,154,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-25 04:19:05,
290,155,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-03 06:31:03,2026-05-03 08:02:38
291,155,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-05 16:43:04,2026-05-05 16:49:35
292,155,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-04 09:24:27,
293,156,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-04 21:11:05,
294,156,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-04 04:12:27,
295,156,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-01 23:32:12,2026-05-02 00:33:50
296,157,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-19 09:30:57,
297,157,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-16 08:19:13,
298,158,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-05 09:14:34,2026-05-05 10:38:22
299,158,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-06 13:13:45,2026-05-06 14:51:27
300,158,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-06 09:29:03,2026-05-06 11:17:34
301,159,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-07 14:33:51,2026-05-07 15:57:28
302,159,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-05 10:37:58,2026-05-05 12:00:36
303,159,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-03 23:06:08,
304,160,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-08 02:46:15,
305,161,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-29 02:35:17,2026-04-29 03:19:41
306,162,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-30 08:20:20,2026-04-30 10:15:07
307,163,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-06-07 08:37:54,
308,164,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-19 13:22:03,
309,165,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-15 04:32:11,
310,166,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-28 10:08:29,2026-04-28 11:38:26
311,166,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-30 07:46:06,
312,166,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-27 21:12:09,2026-04-27 22:21:32
313,167,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-17 11:51:56,
314,167,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-19 00:09:34,
315,167,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-17 20:03:54,2026-04-17 21:28:08
316,168,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-20 00:42:04,
317,169,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-18 03:21:46,2026-05-18 04:03:34
318,170,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-19 01:12:40,2026-04-19 01:33:31
319,171,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-13 21:04:51,
320,171,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-14 04:38:44,
321,171,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-14 20:27:19,
322,172,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-26 14:50:59,
323,172,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-27 07:09:37,2026-05-27 07:51:15
324,174,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-06-05 07:49:04,2026-06-05 08:41:56
325,175,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-06-04 23:29:57,2026-06-04 23:58:15
326,175,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-06-06 23:43:10,
327,175,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-06-04 01:07:45,
328,176,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-23 01:49:06,
329,177,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-17 19:13:30,
330,177,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-16 19:05:36,2026-05-16 19:27:21
331,178,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-20 02:47:15,
332,178,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-23 13:11:26,
333,178,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-20 10:29:32,
334,180,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-23 21:39:04,
335,180,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-23 20:47:51,
336,181,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-22 21:59:27,
337,182,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-25 12:39:11,2026-04-25 12:58:33
338,182,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-24 23:15:46,
339,183,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-16 14:43:24,2026-04-16 15:46:01
340,183,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-19 08:03:53,2026-04-19 09:06:48
341,184,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-16 22:23:43,2026-04-16 23:50:43
342,184,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-19 20:04:49,2026-04-19 20:37:58
343,184,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-19 21:25:45,
344,185,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-20 03:24:17,2026-04-20 05:06:48
345,186,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-14 16:14:33,
346,186,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-12 01:41:41,2026-05-12 03:02:38
347,186,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-11 16:04:48,2026-05-11 16:21:01
348,187,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-06-02 11:09:29,2026-06-02 11:57:26
349,187,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-06-04 04:14:33,
350,188,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-06-03 23:18:30,
351,188,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-06-02 17:25:22,
352,188,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-06-04 09:58:18,
353,189,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-06 23:23:50,2026-05-07 00:05:23
354,189,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-06 14:26:42,2026-05-06 15:03:42
355,190,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-30 01:07:35,
356,191,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-29 10:19:44,
357,191,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-02 03:50:48,
358,192,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-20 15:06:20,2026-05-20 16:43:10
359,193,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-19 12:13:35,
360,193,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-17 08:22:09,
361,193,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-05-20 23:58:42,2026-05-21 00:16:19
362,194,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-19 06:54:06,
363,194,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-18 01:38:14,2026-05-18 03:20:01
364,195,Don't miss out!,Check out our latest exclusive drops waiting for you inside the app.,2026-04-25 10:20:18,
365,196,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-27 13:58:24,
366,196,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-26 15:39:30,
367,196,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-25 01:03:11,
368,197,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-26 11:12:58,2026-05-26 13:10:53
369,198,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-27 21:40:52,2026-05-27 23:31:45
370,198,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-05-30 01:51:06,
371,198,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-05-28 06:24:39,
372,199,Purchase Confirmed,Your payment transaction was successful. Thank you for your support!,2026-04-18 20:14:57,
373,199,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-16 13:20:07,2026-04-16 15:11:42
374,200,We miss you!,Log back in today to claim your daily activity bonus streaks!,2026-04-17 11:48:12,2026-04-17 11:51:21
