id,product_id,attr_key,attr_value
837,404,Material,Recycled Plastic
838,405,Water Resistance,30m Atmospheric
839,406,Water Resistance,None
840,406,Eco-Friendly,Yes
841,406,Material,Stainless Steel
842,407,Eco-Friendly,No
843,407,Warranty,Lifetime Warranty
844,408,Country of Origin,Imported
845,409,Material,Stainless Steel
846,410,Eco-Friendly,No
847,410,Material,Stainless Steel
848,410,Warranty,Lifetime Warranty
849,411,Material,Aluminum
850,412,Eco-Friendly,No
851,413,Country of Origin,Assembled in USA
852,413,Warranty,Lifetime Warranty
853,414,Water Resistance,IP67 Certified
854,414,Eco-Friendly,No
855,415,Country of Origin,Assembled in USA
856,415,Water Resistance,30m Atmospheric
857,416,Water Resistance,None
858,416,Warranty,2 Year Manufacturer
859,416,Eco-Friendly,No
860,417,Country of Origin,Assembled in USA
861,417,Eco-Friendly,No
862,418,Water Resistance,IP67 Certified
863,418,Country of Origin,Assembled in USA
864,419,Country of Origin,Imported
865,419,Eco-Friendly,Yes
866,419,Warranty,Lifetime Warranty
867,420,Warranty,1 Year Limited
868,421,Country of Origin,Imported
869,422,Eco-Friendly,No
870,422,Warranty,1 Year Limited
871,422,Material,Recycled Plastic
872,423,Eco-Friendly,No
873,424,Material,100% Cotton
874,424,Country of Origin,Assembled in USA
875,425,Material,Recycled Plastic
876,425,Water Resistance,IP67 Certified
877,426,Water Resistance,IP67 Certified
878,426,Warranty,2 Year Manufacturer
879,426,Eco-Friendly,No
880,427,Country of Origin,Assembled in USA
881,427,Warranty,2 Year Manufacturer
882,428,Material,Premium Leather
883,428,Water Resistance,None
884,429,Material,Aluminum
885,429,Eco-Friendly,No
886,430,Country of Origin,Assembled in USA
887,430,Warranty,2 Year Manufacturer
888,431,Material,Premium Leather
889,431,Warranty,1 Year Limited
890,431,Eco-Friendly,No
891,432,Warranty,2 Year Manufacturer
892,432,Material,Aluminum
893,432,Water Resistance,30m Atmospheric
894,433,Eco-Friendly,No
895,433,Country of Origin,Assembled in USA
896,433,Water Resistance,30m Atmospheric
897,434,Warranty,2 Year Manufacturer
898,434,Material,Aluminum
899,435,Material,Aluminum
900,435,Country of Origin,Imported
901,436,Water Resistance,IP67 Certified
902,437,Country of Origin,Assembled in USA
903,438,Country of Origin,Assembled in USA
904,439,Eco-Friendly,No
905,439,Water Resistance,30m Atmospheric
906,440,Water Resistance,IP67 Certified
907,440,Warranty,Lifetime Warranty
908,441,Material,Aluminum
909,441,Warranty,1 Year Limited
910,441,Country of Origin,Imported
911,442,Eco-Friendly,No
912,442,Warranty,Lifetime Warranty
913,443,Material,Stainless Steel
914,443,Eco-Friendly,No
915,444,Warranty,2 Year Manufacturer
916,444,Water Resistance,IP67 Certified
917,445,Country of Origin,Assembled in USA
918,445,Eco-Friendly,No
919,446,Warranty,2 Year Manufacturer
920,446,Material,100% Cotton
921,446,Water Resistance,None
922,447,Eco-Friendly,Yes
923,448,Warranty,2 Year Manufacturer
924,448,Water Resistance,None
925,449,Country of Origin,Assembled in USA
926,450,Material,Aluminum
927,450,Eco-Friendly,No
928,451,Material,100% Cotton
929,451,Eco-Friendly,Yes
930,451,Warranty,2 Year Manufacturer
931,452,Water Resistance,IP67 Certified
932,452,Country of Origin,Assembled in USA
933,453,Eco-Friendly,Yes
934,453,Material,Aluminum
935,454,Eco-Friendly,Yes
936,454,Warranty,1 Year Limited
937,454,Country of Origin,Imported
938,455,Warranty,Lifetime Warranty
939,455,Country of Origin,Imported
940,455,Water Resistance,30m Atmospheric
941,456,Material,Stainless Steel
942,457,Water Resistance,30m Atmospheric
943,457,Country of Origin,Assembled in USA
944,458,Eco-Friendly,No
945,458,Country of Origin,Assembled in USA
946,458,Water Resistance,IP67 Certified
947,459,Warranty,1 Year Limited
948,459,Eco-Friendly,No
949,459,Country of Origin,Assembled in USA
950,460,Water Resistance,IP67 Certified
951,460,Country of Origin,Assembled in USA
952,461,Water Resistance,30m Atmospheric
953,461,Warranty,Lifetime Warranty
954,461,Material,Aluminum
955,462,Material,Recycled Plastic
956,462,Country of Origin,Assembled in USA
957,462,Water Resistance,IP67 Certified
958,463,Warranty,1 Year Limited
959,463,Material,Aluminum
960,464,Eco-Friendly,No
961,465,Warranty,2 Year Manufacturer
962,466,Country of Origin,Imported
963,466,Water Resistance,None
964,466,Eco-Friendly,Yes
965,467,Country of Origin,Assembled in USA
966,467,Warranty,1 Year Limited
967,467,Material,Aluminum
968,468,Eco-Friendly,No
969,469,Country of Origin,Imported
970,469,Material,Premium Leather
971,470,Water Resistance,30m Atmospheric
972,470,Country of Origin,Imported
973,470,Warranty,1 Year Limited
974,471,Water Resistance,IP67 Certified
975,471,Material,Recycled Plastic
976,472,Water Resistance,IP67 Certified
977,472,Material,Aluminum
978,472,Warranty,1 Year Limited
979,473,Eco-Friendly,Yes
980,474,Eco-Friendly,Yes
981,475,Warranty,Lifetime Warranty
982,476,Material,Aluminum
983,477,Water Resistance,IP67 Certified
984,477,Warranty,1 Year Limited
985,477,Country of Origin,Imported
986,478,Water Resistance,IP67 Certified
987,478,Eco-Friendly,Yes
988,478,Material,100% Cotton
989,479,Eco-Friendly,No
990,479,Country of Origin,Assembled in USA
991,480,Warranty,2 Year Manufacturer
992,480,Material,Premium Leather
993,480,Eco-Friendly,Yes
994,481,Warranty,2 Year Manufacturer
995,481,Country of Origin,Assembled in USA
996,482,Material,100% Cotton
997,482,Country of Origin,Assembled in USA
998,482,Eco-Friendly,Yes
999,483,Material,100% Cotton
1000,483,Water Resistance,30m Atmospheric
1001,484,Water Resistance,None
1002,484,Warranty,1 Year Limited
1003,484,Eco-Friendly,No
1004,485,Country of Origin,Assembled in USA
1005,486,Warranty,1 Year Limited
1006,486,Eco-Friendly,No
1007,486,Country of Origin,Imported
1008,487,Material,Recycled Plastic
1009,487,Eco-Friendly,No
1010,487,Country of Origin,Assembled in USA
1011,488,Material,Aluminum
1012,488,Country of Origin,Imported
1013,488,Eco-Friendly,No
1014,489,Eco-Friendly,Yes
1015,489,Material,Stainless Steel
1016,490,Material,100% Cotton
1017,491,Eco-Friendly,No
1018,492,Eco-Friendly,No
1019,492,Warranty,1 Year Limited
1020,493,Material,Recycled Plastic
1021,493,Water Resistance,None
1022,493,Country of Origin,Assembled in USA
1023,494,Water Resistance,IP67 Certified
1024,495,Material,Recycled Plastic
1025,496,Water Resistance,30m Atmospheric
1026,496,Country of Origin,Assembled in USA
1027,496,Eco-Friendly,No
1028,497,Country of Origin,Assembled in USA
1029,498,Water Resistance,IP67 Certified
1030,499,Water Resistance,IP67 Certified
1031,499,Eco-Friendly,No
1032,500,Eco-Friendly,Yes
1033,501,Material,Stainless Steel
1034,502,Water Resistance,IP67 Certified
1035,502,Country of Origin,Imported
1036,502,Material,Stainless Steel
1037,503,Eco-Friendly,No
1038,503,Material,Premium Leather
1039,504,Eco-Friendly,Yes
1040,505,Country of Origin,Imported
1041,505,Eco-Friendly,Yes
1042,505,Water Resistance,IP67 Certified
1043,506,Water Resistance,30m Atmospheric
1044,507,Water Resistance,IP67 Certified
1045,508,Warranty,Lifetime Warranty
1046,508,Eco-Friendly,No
1047,509,Material,Premium Leather
1048,510,Warranty,2 Year Manufacturer
1049,510,Water Resistance,None
1050,511,Material,Aluminum
1051,511,Water Resistance,IP67 Certified
1052,512,Material,100% Cotton
1053,512,Water Resistance,None
1054,513,Water Resistance,None
1055,513,Eco-Friendly,Yes
1056,514,Country of Origin,Imported
1057,514,Eco-Friendly,No
1058,515,Warranty,1 Year Limited
1059,515,Country of Origin,Assembled in USA
1060,515,Water Resistance,30m Atmospheric
1061,516,Material,100% Cotton
1062,516,Country of Origin,Imported
1063,517,Eco-Friendly,No
1064,517,Material,Recycled Plastic
1065,517,Water Resistance,None
1066,518,Warranty,1 Year Limited
1067,518,Water Resistance,30m Atmospheric
1068,518,Eco-Friendly,No
1069,519,Material,Aluminum
1070,520,Material,Stainless Steel
1071,521,Material,100% Cotton
1072,522,Warranty,1 Year Limited
1073,522,Material,Aluminum
1074,522,Water Resistance,30m Atmospheric
1075,523,Material,Premium Leather
1076,523,Eco-Friendly,Yes
1077,523,Country of Origin,Imported
1078,524,Warranty,Lifetime Warranty
1079,525,Water Resistance,IP67 Certified
1080,525,Warranty,1 Year Limited
1081,525,Material,Aluminum
1082,526,Warranty,1 Year Limited
1083,526,Water Resistance,30m Atmospheric
1084,527,Country of Origin,Imported
1085,527,Warranty,Lifetime Warranty
1086,527,Material,Aluminum
1087,528,Country of Origin,Assembled in USA
1088,529,Warranty,Lifetime Warranty
1089,529,Material,100% Cotton
1090,529,Water Resistance,30m Atmospheric
1091,530,Water Resistance,None
1092,530,Material,Recycled Plastic
1093,531,Material,Stainless Steel
1094,531,Eco-Friendly,Yes
1095,531,Country of Origin,Imported
1096,532,Warranty,Lifetime Warranty
1097,532,Eco-Friendly,No
1098,532,Material,Recycled Plastic
1099,533,Material,100% Cotton
1100,534,Material,Recycled Plastic
1101,534,Country of Origin,Imported
1102,534,Water Resistance,30m Atmospheric
1103,535,Eco-Friendly,No
1104,535,Country of Origin,Assembled in USA
1105,536,Country of Origin,Imported
1106,536,Warranty,1 Year Limited
1107,537,Warranty,2 Year Manufacturer
1108,537,Water Resistance,None
1109,537,Country of Origin,Assembled in USA
1110,538,Material,100% Cotton
1111,538,Warranty,Lifetime Warranty
1112,538,Eco-Friendly,No
1113,539,Material,100% Cotton
1114,539,Warranty,1 Year Limited
1115,539,Eco-Friendly,Yes
1116,540,Material,Premium Leather
1117,541,Country of Origin,Imported
1118,541,Water Resistance,30m Atmospheric
1119,542,Eco-Friendly,Yes
1120,542,Material,Recycled Plastic
1121,542,Water Resistance,30m Atmospheric
1122,543,Warranty,1 Year Limited
1123,543,Material,100% Cotton
1124,544,Country of Origin,Imported
1125,545,Country of Origin,Imported
1126,545,Eco-Friendly,Yes
1127,546,Eco-Friendly,No
1128,546,Material,Stainless Steel
1129,547,Water Resistance,None
1130,547,Material,Stainless Steel
1131,548,Eco-Friendly,Yes
1132,549,Material,Aluminum
1133,549,Warranty,Lifetime Warranty
1134,549,Eco-Friendly,Yes
1135,550,Country of Origin,Imported
1136,551,Material,Premium Leather
1137,552,Warranty,1 Year Limited
1138,552,Country of Origin,Imported
1139,553,Material,100% Cotton
1140,554,Eco-Friendly,No
1141,554,Country of Origin,Imported
1142,554,Water Resistance,None
1143,555,Water Resistance,IP67 Certified
1144,555,Warranty,1 Year Limited
1145,555,Material,Stainless Steel
1146,556,Country of Origin,Assembled in USA
1147,557,Country of Origin,Assembled in USA
1148,558,Water Resistance,None
1149,559,Eco-Friendly,Yes
1150,560,Country of Origin,Assembled in USA
1151,561,Water Resistance,None
1152,561,Eco-Friendly,No
1153,562,Material,Stainless Steel
1154,562,Water Resistance,IP67 Certified
1155,563,Material,Aluminum
1156,563,Country of Origin,Imported
1157,563,Water Resistance,IP67 Certified
1158,564,Country of Origin,Imported
1159,565,Warranty,Lifetime Warranty
1160,565,Country of Origin,Assembled in USA
1161,565,Water Resistance,30m Atmospheric
1162,566,Water Resistance,30m Atmospheric
1163,566,Country of Origin,Assembled in USA
1164,566,Material,Aluminum
1165,567,Warranty,Lifetime Warranty
1166,567,Water Resistance,IP67 Certified
1167,568,Country of Origin,Assembled in USA
1168,569,Country of Origin,Assembled in USA
1169,569,Eco-Friendly,Yes
1170,569,Material,100% Cotton
1171,570,Warranty,2 Year Manufacturer
1172,570,Eco-Friendly,No
1173,570,Material,Stainless Steel
1174,571,Water Resistance,None
1175,571,Warranty,1 Year Limited
1176,571,Material,100% Cotton
1177,572,Warranty,1 Year Limited
1178,573,Warranty,1 Year Limited
1179,573,Water Resistance,IP67 Certified
1180,573,Material,Premium Leather
1181,574,Eco-Friendly,No
1182,574,Material,Premium Leather
1183,574,Country of Origin,Assembled in USA
1184,575,Material,Stainless Steel
1185,575,Water Resistance,None
1186,576,Water Resistance,IP67 Certified
1187,576,Material,Recycled Plastic
1188,576,Warranty,Lifetime Warranty
1189,577,Eco-Friendly,Yes
1190,578,Eco-Friendly,Yes
1191,578,Country of Origin,Assembled in USA
1192,578,Material,Premium Leather
1193,579,Country of Origin,Imported
1194,579,Water Resistance,IP67 Certified
1195,580,Warranty,Lifetime Warranty
1196,580,Water Resistance,30m Atmospheric
1197,580,Country of Origin,Assembled in USA
1198,581,Warranty,2 Year Manufacturer
1199,582,Warranty,2 Year Manufacturer
1200,582,Country of Origin,Imported
1201,583,Water Resistance,IP67 Certified
1202,584,Warranty,1 Year Limited
1203,584,Eco-Friendly,Yes
1204,584,Material,Premium Leather
1205,585,Eco-Friendly,No
1206,586,Country of Origin,Imported
1207,586,Eco-Friendly,Yes
1208,587,Eco-Friendly,No
1209,588,Water Resistance,30m Atmospheric
1210,588,Country of Origin,Assembled in USA
1211,588,Eco-Friendly,Yes
1212,589,Warranty,1 Year Limited
1213,589,Eco-Friendly,No
1214,589,Water Resistance,IP67 Certified
1215,590,Water Resistance,IP67 Certified
1216,590,Eco-Friendly,Yes
1217,591,Water Resistance,30m Atmospheric
1218,591,Warranty,Lifetime Warranty
1219,592,Material,Aluminum
1220,592,Water Resistance,None
1221,592,Eco-Friendly,No
1222,593,Country of Origin,Assembled in USA
1223,593,Warranty,Lifetime Warranty
1224,594,Eco-Friendly,Yes
1225,594,Water Resistance,None
1226,595,Country of Origin,Assembled in USA
1227,595,Warranty,2 Year Manufacturer
1228,595,Eco-Friendly,No
1229,596,Country of Origin,Assembled in USA
1230,596,Water Resistance,30m Atmospheric
1231,596,Warranty,1 Year Limited
1232,597,Material,100% Cotton
1233,597,Water Resistance,30m Atmospheric
1234,597,Country of Origin,Assembled in USA
1235,598,Warranty,2 Year Manufacturer
1236,598,Country of Origin,Assembled in USA
1237,598,Eco-Friendly,Yes
1238,599,Eco-Friendly,Yes
1239,599,Country of Origin,Assembled in USA
1240,599,Warranty,2 Year Manufacturer
1241,600,Material,Recycled Plastic
1242,601,Eco-Friendly,No
1243,602,Country of Origin,Imported
1244,602,Warranty,2 Year Manufacturer
1245,602,Water Resistance,30m Atmospheric
1246,603,Water Resistance,30m Atmospheric
1247,604,Water Resistance,30m Atmospheric
1248,604,Eco-Friendly,Yes
1249,605,Warranty,2 Year Manufacturer
1250,605,Material,Stainless Steel
1251,606,Eco-Friendly,No
1252,606,Water Resistance,IP67 Certified
1253,607,Eco-Friendly,No
1254,607,Material,100% Cotton
1255,607,Water Resistance,30m Atmospheric
1256,608,Material,100% Cotton
1257,609,Warranty,2 Year Manufacturer
1258,609,Country of Origin,Imported
1259,610,Warranty,Lifetime Warranty
1260,610,Material,Premium Leather
1261,610,Country of Origin,Imported
1262,611,Warranty,1 Year Limited
1263,611,Water Resistance,30m Atmospheric
1264,611,Material,Recycled Plastic
1265,612,Material,Recycled Plastic
1266,612,Country of Origin,Imported
1267,613,Country of Origin,Imported
1268,613,Water Resistance,IP67 Certified
1269,614,Material,Stainless Steel
1270,615,Eco-Friendly,No
1271,616,Warranty,1 Year Limited
1272,616,Country of Origin,Imported
1273,616,Material,Recycled Plastic
1274,617,Eco-Friendly,No
1275,617,Water Resistance,IP67 Certified
1276,618,Country of Origin,Assembled in USA
1277,618,Warranty,2 Year Manufacturer
1278,618,Eco-Friendly,Yes
1279,619,Eco-Friendly,No
1280,619,Country of Origin,Assembled in USA
1281,620,Eco-Friendly,No
1282,621,Warranty,1 Year Limited
1283,622,Warranty,Lifetime Warranty
1284,622,Country of Origin,Assembled in USA
1285,623,Country of Origin,Assembled in USA
1286,623,Material,100% Cotton
1287,623,Eco-Friendly,Yes
1288,624,Country of Origin,Assembled in USA
1289,624,Water Resistance,IP67 Certified
1290,624,Warranty,1 Year Limited
1291,625,Eco-Friendly,No
1292,625,Country of Origin,Assembled in USA
1293,626,Eco-Friendly,Yes
1294,627,Country of Origin,Assembled in USA
1295,628,Water Resistance,IP67 Certified
1296,628,Eco-Friendly,Yes
1297,628,Country of Origin,Imported
1298,629,Warranty,1 Year Limited
1299,629,Material,Stainless Steel
1300,630,Eco-Friendly,Yes
1301,631,Material,Aluminum
1302,632,Material,Recycled Plastic
1303,632,Water Resistance,None
1304,632,Warranty,Lifetime Warranty
1305,633,Country of Origin,Imported
1306,633,Material,Premium Leather
1307,634,Warranty,Lifetime Warranty
1308,634,Material,Aluminum
1309,635,Material,Aluminum
1310,635,Warranty,1 Year Limited
1311,635,Water Resistance,IP67 Certified
1312,636,Country of Origin,Assembled in USA
