id,profile_id,item_id,rank,reason,generated_at
409,82,906,4,Trending item in your preferred category,2026-05-14 07:06:57
410,82,279,5,New arrival matching your brand affinities,2026-05-12 03:39:38
411,83,219,1,Highly rated by users with similar profiles,2026-03-25 00:45:37
412,83,572,2,Trending item in your preferred category,2026-03-23 05:10:14
413,83,841,3,Frequently purchased together with items in your cart,2026-03-21 21:11:09
414,83,935,4,Frequently purchased together with items in your cart,2026-03-19 07:27:24
415,83,483,5,Based on your recent viewing history,2026-03-20 17:57:06
416,84,245,1,Frequently purchased together with items in your cart,2026-04-27 14:45:43
417,84,1054,2,Highly rated by users with similar profiles,2026-04-29 09:21:22
418,84,1366,3,New arrival matching your brand affinities,2026-04-24 22:24:27
419,84,847,4,Highly rated by users with similar profiles,2026-04-19 23:45:48
420,84,974,5,Frequently purchased together with items in your cart,2026-04-27 23:39:52
421,85,854,1,Trending item in your preferred category,2026-05-13 06:37:52
422,85,1398,2,Highly rated by users with similar profiles,2026-05-12 18:04:53
423,85,1224,3,Frequently purchased together with items in your cart,2026-05-10 22:56:16
424,85,1379,4,Trending item in your preferred category,2026-05-05 18:24:40
425,85,993,5,Highly rated by users with similar profiles,2026-05-07 19:01:22
426,86,752,1,Based on your recent viewing history,2026-04-14 00:30:41
427,86,1487,2,Based on your recent viewing history,2026-04-06 09:02:41
428,86,605,3,Highly rated by users with similar profiles,2026-04-08 03:32:00
429,86,10,4,Highly rated by users with similar profiles,2026-04-08 17:14:54
430,86,424,5,Based on your recent viewing history,2026-04-04 10:58:23
431,87,222,1,Highly rated by users with similar profiles,2026-02-26 12:51:58
432,87,1154,2,Trending item in your preferred category,2026-02-28 10:23:45
433,87,1316,3,Trending item in your preferred category,2026-03-02 21:38:59
434,87,1003,4,New arrival matching your brand affinities,2026-03-03 01:57:26
435,87,1270,5,Based on your recent viewing history,2026-02-23 04:31:12
436,88,275,1,Trending item in your preferred category,2026-03-31 22:31:31
437,88,1001,2,Based on your recent viewing history,2026-03-29 23:12:58
438,88,400,3,New arrival matching your brand affinities,2026-03-28 06:28:14
439,88,1380,4,Highly rated by users with similar profiles,2026-03-29 11:36:03
440,88,233,5,New arrival matching your brand affinities,2026-04-02 16:44:33
441,89,851,1,Trending item in your preferred category,2026-03-29 15:33:17
442,89,1480,2,Based on your recent viewing history,2026-04-04 13:40:38
443,89,1242,3,New arrival matching your brand affinities,2026-04-03 18:15:27
444,89,183,4,New arrival matching your brand affinities,2026-03-30 20:43:33
445,89,1379,5,Trending item in your preferred category,2026-04-05 07:55:02
446,90,821,1,Based on your recent viewing history,2026-04-06 08:04:20
447,90,1001,2,New arrival matching your brand affinities,2026-04-04 13:12:06
448,90,1321,3,Based on your recent viewing history,2026-04-05 10:29:44
449,90,130,4,Trending item in your preferred category,2026-04-07 20:16:33
450,90,1479,5,Frequently purchased together with items in your cart,2026-04-02 23:10:13
451,91,1366,1,Frequently purchased together with items in your cart,2026-04-29 04:53:43
452,91,46,2,Trending item in your preferred category,2026-04-28 19:58:47
453,91,937,3,Trending item in your preferred category,2026-05-04 15:30:00
454,91,210,4,New arrival matching your brand affinities,2026-04-30 02:23:26
455,91,1199,5,Based on your recent viewing history,2026-05-07 20:49:19
456,92,701,1,Trending item in your preferred category,2026-05-29 13:07:36
457,92,520,2,New arrival matching your brand affinities,2026-05-26 02:16:47
458,92,800,3,Highly rated by users with similar profiles,2026-05-22 16:44:29
459,92,735,4,Trending item in your preferred category,2026-05-22 21:08:53
460,92,1359,5,Based on your recent viewing history,2026-05-24 14:21:25
461,93,386,1,New arrival matching your brand affinities,2026-04-02 17:13:38
462,93,269,2,New arrival matching your brand affinities,2026-04-05 10:57:45
463,93,728,3,Highly rated by users with similar profiles,2026-04-02 09:30:03
464,93,520,4,Based on your recent viewing history,2026-04-05 02:51:23
465,93,1035,5,Frequently purchased together with items in your cart,2026-04-09 05:06:18
466,94,929,1,Highly rated by users with similar profiles,2026-02-17 17:43:09
467,94,112,2,Based on your recent viewing history,2026-02-17 19:00:43
468,94,239,3,Trending item in your preferred category,2026-02-25 02:05:54
469,94,502,4,Based on your recent viewing history,2026-02-18 05:48:47
470,94,139,5,Based on your recent viewing history,2026-02-26 18:07:08
471,95,569,1,Trending item in your preferred category,2026-05-18 08:34:44
472,95,1187,2,Highly rated by users with similar profiles,2026-05-14 20:41:19
473,95,575,3,Trending item in your preferred category,2026-05-17 14:40:41
474,95,543,4,New arrival matching your brand affinities,2026-05-15 20:10:34
475,95,848,5,New arrival matching your brand affinities,2026-05-17 17:56:21
476,96,500,1,Highly rated by users with similar profiles,2026-03-24 17:51:37
477,96,105,2,Highly rated by users with similar profiles,2026-03-22 04:12:32
478,96,656,3,Based on your recent viewing history,2026-03-23 20:31:45
479,96,507,4,New arrival matching your brand affinities,2026-03-24 05:19:32
480,96,880,5,Trending item in your preferred category,2026-03-20 20:31:55
481,97,1182,1,Frequently purchased together with items in your cart,2026-05-23 20:11:57
482,97,736,2,Highly rated by users with similar profiles,2026-05-24 18:09:47
483,97,260,3,Frequently purchased together with items in your cart,2026-05-24 21:04:07
484,97,691,4,Trending item in your preferred category,2026-05-27 13:11:09
485,97,373,5,Highly rated by users with similar profiles,2026-05-21 03:53:18
486,98,1033,1,Highly rated by users with similar profiles,2026-03-15 18:37:08
487,98,1399,2,Trending item in your preferred category,2026-03-20 15:38:35
488,98,855,3,Trending item in your preferred category,2026-03-17 00:03:48
489,98,1196,4,Trending item in your preferred category,2026-03-22 21:10:09
490,98,764,5,Trending item in your preferred category,2026-03-20 18:01:39
491,99,311,1,Based on your recent viewing history,2026-04-25 19:06:49
492,99,1300,2,Trending item in your preferred category,2026-04-18 20:52:49
493,99,1248,3,Highly rated by users with similar profiles,2026-04-21 06:46:24
494,99,786,4,Trending item in your preferred category,2026-04-21 01:53:42
495,99,875,5,Trending item in your preferred category,2026-04-21 15:10:52
496,100,1297,1,Trending item in your preferred category,2026-06-01 02:37:07
497,100,427,2,Frequently purchased together with items in your cart,2026-05-27 11:09:29
498,100,133,3,Frequently purchased together with items in your cart,2026-05-30 20:37:17
499,100,172,4,New arrival matching your brand affinities,2026-06-02 09:12:18
500,100,769,5,Frequently purchased together with items in your cart,2026-05-28 10:04:48
501,101,359,1,Frequently purchased together with items in your cart,2026-05-11 10:56:57
502,101,1059,2,Based on your recent viewing history,2026-05-05 08:06:19
503,101,1058,3,New arrival matching your brand affinities,2026-05-12 09:34:50
504,101,384,4,Highly rated by users with similar profiles,2026-05-07 12:42:04
505,101,1250,5,Frequently purchased together with items in your cart,2026-05-06 20:51:01
506,102,1074,1,Frequently purchased together with items in your cart,2026-04-29 06:10:25
507,102,98,2,Highly rated by users with similar profiles,2026-04-27 02:55:57
508,102,947,3,Trending item in your preferred category,2026-04-23 04:27:35
509,102,502,4,Frequently purchased together with items in your cart,2026-04-29 08:04:54
510,102,48,5,Highly rated by users with similar profiles,2026-04-23 07:31:02
511,103,253,1,Trending item in your preferred category,2026-05-31 18:09:54
512,103,587,2,Trending item in your preferred category,2026-06-04 19:56:28
513,103,863,3,Frequently purchased together with items in your cart,2026-06-04 18:18:02
514,103,1360,4,Based on your recent viewing history,2026-06-06 10:55:24
515,103,325,5,Highly rated by users with similar profiles,2026-05-30 00:06:08
516,104,46,1,Highly rated by users with similar profiles,2026-02-26 06:39:40
517,104,1047,2,Highly rated by users with similar profiles,2026-02-24 03:28:24
518,104,1448,3,Frequently purchased together with items in your cart,2026-02-20 06:31:42
519,104,726,4,Based on your recent viewing history,2026-02-19 13:12:07
520,104,1269,5,Frequently purchased together with items in your cart,2026-02-23 09:02:35
521,105,921,1,Highly rated by users with similar profiles,2026-05-19 22:43:33
522,105,101,2,New arrival matching your brand affinities,2026-05-27 15:11:17
523,105,1431,3,Highly rated by users with similar profiles,2026-05-28 17:20:42
524,105,582,4,Trending item in your preferred category,2026-05-22 19:32:44
525,105,197,5,Based on your recent viewing history,2026-05-22 04:27:36
526,106,936,1,Frequently purchased together with items in your cart,2026-04-19 15:49:51
527,106,23,2,Highly rated by users with similar profiles,2026-04-14 23:15:41
528,106,318,3,Trending item in your preferred category,2026-04-16 12:01:19
529,106,1019,4,New arrival matching your brand affinities,2026-04-14 22:07:29
530,106,513,5,New arrival matching your brand affinities,2026-04-16 09:36:09
531,107,531,1,Based on your recent viewing history,2026-03-17 08:41:07
532,107,775,2,New arrival matching your brand affinities,2026-03-23 06:08:22
533,107,417,3,Based on your recent viewing history,2026-03-19 08:08:39
534,107,770,4,Based on your recent viewing history,2026-03-14 17:40:42
535,107,756,5,Based on your recent viewing history,2026-03-20 00:39:32
536,108,1354,1,New arrival matching your brand affinities,2026-03-24 11:28:51
537,108,1078,2,New arrival matching your brand affinities,2026-03-23 20:35:37
538,108,1314,3,Based on your recent viewing history,2026-03-23 22:23:13
539,108,374,4,Trending item in your preferred category,2026-03-20 10:11:41
540,108,370,5,Based on your recent viewing history,2026-03-21 01:42:00
541,109,1484,1,Highly rated by users with similar profiles,2026-03-20 01:16:20
542,109,907,2,Highly rated by users with similar profiles,2026-03-17 18:44:00
543,109,183,3,New arrival matching your brand affinities,2026-03-21 09:41:47
544,109,1190,4,Frequently purchased together with items in your cart,2026-03-18 04:44:05
545,109,1028,5,Trending item in your preferred category,2026-03-16 16:04:55
546,110,354,1,New arrival matching your brand affinities,2026-04-03 02:44:02
547,110,1483,2,Highly rated by users with similar profiles,2026-03-31 03:48:22
548,110,348,3,Frequently purchased together with items in your cart,2026-04-07 08:43:14
549,110,74,4,Highly rated by users with similar profiles,2026-04-04 22:52:53
550,110,666,5,Highly rated by users with similar profiles,2026-04-04 13:09:02
551,111,788,1,Highly rated by users with similar profiles,2026-03-26 00:38:02
552,111,335,2,Based on your recent viewing history,2026-03-21 02:05:54
553,111,490,3,New arrival matching your brand affinities,2026-03-22 09:00:38
554,111,962,4,Trending item in your preferred category,2026-03-22 15:01:39
555,111,887,5,Highly rated by users with similar profiles,2026-03-26 08:05:59
556,112,553,1,New arrival matching your brand affinities,2026-04-10 14:08:48
557,112,848,2,New arrival matching your brand affinities,2026-04-12 17:47:18
558,112,5,3,Highly rated by users with similar profiles,2026-04-07 09:19:52
559,112,557,4,Highly rated by users with similar profiles,2026-04-05 21:21:11
560,112,1432,5,Based on your recent viewing history,2026-04-04 12:48:37
561,113,672,1,Trending item in your preferred category,2026-03-18 04:21:33
562,113,1447,2,Highly rated by users with similar profiles,2026-03-13 14:48:28
563,113,342,3,Highly rated by users with similar profiles,2026-03-11 10:35:18
564,113,279,4,Trending item in your preferred category,2026-03-18 12:45:31
565,113,803,5,Frequently purchased together with items in your cart,2026-03-15 23:27:45
566,114,1311,1,Frequently purchased together with items in your cart,2026-05-14 18:29:39
567,114,166,2,Based on your recent viewing history,2026-05-14 01:23:36
568,114,372,3,Based on your recent viewing history,2026-05-14 08:57:15
569,114,220,4,Frequently purchased together with items in your cart,2026-05-18 08:36:45
570,114,1243,5,Trending item in your preferred category,2026-05-18 02:05:49
571,115,734,1,Based on your recent viewing history,2026-05-26 17:43:02
572,115,463,2,Highly rated by users with similar profiles,2026-05-29 09:37:54
573,115,1207,3,New arrival matching your brand affinities,2026-05-23 04:45:14
574,115,356,4,Based on your recent viewing history,2026-05-29 16:28:12
575,115,54,5,Highly rated by users with similar profiles,2026-05-26 05:19:13
576,116,1152,1,Frequently purchased together with items in your cart,2026-04-11 14:49:31
577,116,818,2,Frequently purchased together with items in your cart,2026-04-11 14:35:57
578,116,578,3,Frequently purchased together with items in your cart,2026-04-08 06:27:27
